"","attributes","articleID","record"
"3188","MJ","56","AIDS; AIDS Prevention; Health Knowledge; HIV"
"3189","MN","56","Attention; Intervention"
"3190","CL","56","Immunological Disorders (3291)"
"3191","CL","56","Promotion & Maintenance of Health & Wellness (3365)"
"3192","PO","56","Human (10)"
"3193","GR","56","Sponsor: Michigan State University, Pearl J Aldrich Endowment in Aging-Related Research, US; Recipients: No recipient indicated"
"3194","MD","56","Literature Review"
"3195","MD","56","Systematic Review"
"3196","PT","56","Journal"
"3197","PT","56","Peer Reviewed Journal"
"3198","AT","56","Journal Article"
"3199","MT","56","Electronic"
"3200","RD","56","20120528"
"3201","CD","56","20130909"
"3202","AN","56","2012-09652-006"
"3203","FR","56","74"
"3204","CP","56","The Author(s). 2012"
"3205","UR","56","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-09652-006&site=ehost-live&scope=site"
"3206","TI","57","'The Community Attitudes Toward Sex Offenders Scale: The development of a psychometric assessment instrument': Erratum."
"3207","PS","57","Publication Status: Fully Published"
"3208","AU","57","Church, Wesley T. II"
"3209","AU","57","Wakeman, Emily E."
"3210","AU","57","Miller, Sarah L."
"3211","AU","57","Clements, Carl B."
"3212","AU","57","Sun, Fei"
"3213","AF","57","Church, Wesley T. II, University of Alabama, Tuscaloosa, AL, US"
"3214","AF","57","Wakeman, Emily E., University of Alabama, Tuscaloosa, AL, US"
"3215","AF","57","Miller, Sarah L., University of Alabama, Tuscaloosa, AL, US"
"3216","AF","57","Clements, Carl B., University of Alabama, Tuscaloosa, AL, US"
"3217","AF","57","Sun, Fei, University of Alabama, Tuscaloosa, AL, US"
"3218","SO","57","Research on Social Work Practice"
"3219","VI","57","20"
"3220","IP","57","6"
"3221","SD","57","Nov, 2010"
"3222","YR","57","2010"
"3223","PM","57","Nov, 2010"
"3224","PG","57","735"
"3225","PC","57","1"
"3226","SP","57","735"
"3227","PU","57","US : Sage Publications"
"3228","PN","57","1"
"3229","SN","57","1049-7315, Print"
"3230","SN","57","1552-7581, Electronic"
"3231","DO","57","10.1177/1049731510387096"
"3232","LA","57","English"
"3233","KP","57","Community Attitudes Toward Sex Offenders Scale"
"3234","KP","57","psychometric assessment"
"3235","KP","57","sex offenders"
"3236","KP","57","emotions"
"3237","SU","57","Community Attitudes; Criminals; Psychometrics; Sex Offenses"
"3238","AB","57","Reports an error in ""The Community Attitudes Toward Sex Offenders Scale: The development of a psychometric assessment instrument"" by Wesley T. Church II, Emily E. Wakeman, Sarah L. Miller, Carl B. Clements and Fei Sun (Research on Social Work Practice, 2008[May], Vol 18[3], 251-259). In the original article an incorrect item was reported in Table 4. Item # 4 (Factor 3), ""Male sex offenders should be punished more severely than female sex offenders"" should have read ""A lot of sex offenders use their victims to create pornography."" Also, items 1, 4, 9, 13, 15, and 17 should be reverse scored. If you are currently using the CATSO we request that you make the necessary changes or contact the authors for the new version of the instrument. The corrected table is give in the erratum. (The following abstract of the original article appeared in record [rid]2008-05059-008[/rid]). Objectives: The objective of this study was to examine the nature of individual attitudes toward sex offenders. Because the term ""sex offender"" tends to evoke strong emotions, and given that open-ended self reports tend to be highly subjective, particularly in the context of such pointed terminology, this study sought to develop an attitude assessment tool that addresses specific domains found in the literature. Methods: Through a number of iterations, the Community Attitudes Toward Sex Offenders Scale was developed. Results: Exploratory and subsequent confirmatory factor analyses found a four-factor, 18-item version to best represent the domains of interest. Factor and item characteristics are reported. Conclusions: Replication and extension to other populations appears warranted. (PsycINFO Database Record (c) 2012 APA, all rights reserved)"
"3239","MJ","57","Community Attitudes; Criminals; Psychometrics; Sex Offenses"
"3240","MN","57","Emotions"
"3241","CL","57","Personality Scales & Inventories (2223)"
"3242","CL","57","Behavior Disorders & Antisocial Behavior (3230)"
"3243","PO","57","Human (10)"
"3244","PT","57","Journal"
"3245","PT","57","Peer Reviewed Journal"
"3246","AT","57","Erratum/Correction"
"3247","MT","57","Electronic"
"3248","RD","57","20101108"
"3249","AN","57","2010-21772-021"
"3250","UR","57","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-21772-021&site=ehost-live&scope=site"
"3251","TI","58","A Psychometric Evaluation of the Cultural Receptivity in Fostering Scale."
"3252","PS","58","Publication Status: Fully Published"
"3253","AU","58","Coakley, Tanya M."
"3254","AU","58","Orme, John G."
"3255","AF","58","Coakley, Tanya M., tcoakley@uncg.edu, University of North Carolina at Greensboro, Grensboro, NC, US"
"3256","AF","58","Orme, John G., University of Tennessee, Knoxville, TN, US"
"3257","AD","58","Coakley, Tanya M., University of North Carolina at Greensboro, Department of Social Work, P.O. Box 26170, Greensboro, NC, US, 27402-6170, tcoakley@uncg.edu"
"3258","SO","58","Research on Social Work Practice"
"3259","VI","58","16"
"3260","IP","58","5"
"3261","SD","58","Sep, 2006"
"3262","YR","58","2006"
"3263","PM","58","Sep, 2006"
"3264","PG","58","520-533"
"3265","PC","58","14"
"3266","SP","58","520"
"3267","PU","58","US : Sage Publications"
"3268","PN","58","14"
"3269","SN","58","1049-7315, Print"
"3270","SN","58","1552-7581, Electronic"
"3271","DO","58","10.1177/1049731506287080"
"3272","LA","58","English"
"3273","KP","58","Cultural Receptivity in Fostering Scale"
"3274","KP","58","foster mothers"
"3275","KP","58","psychometric properties"
"3276","KP","58","children's cultural development"
"3277","KP","58","cultural competence"
"3278","KP","58","factor structure"
"3279","KP","58","reliability"
"3280","KP","58","construct validity"
"3281","SU","58","Childhood Development; Foster Parents; Parental Attitudes; Psychometrics; Rating Scales"
"3282","AB","58","Objective: The psychometric properties of a new measure of foster parents' openness toward participating in activities that promote children's cultural development are evaluated. The measure is titled the Cultural Receptivity in Fostering Scale (CRFS). Method: Data from 304 foster mothers who completed the CRFS and a battery of measures on psychosocial functioning are analyzed. Results: The CRFS demonstrates excellent internal consistency reliability and, to some extent, construct validity. Conclusions: The internal consistency reliability and, to some extent, validity of the CRFS is supported by these findings. The measure has potential use in facilitating socially appropriate and successful transcultural placements. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"3283","MJ","58","Childhood Development; Foster Parents; Parental Attitudes; Psychometrics; Rating Scales"
"3284","MN","58","Factor Structure; Mothers; Sociocultural Factors; Test Reliability; Test Validity"
"3285","CL","58","Tests & Testing (2220)"
"3286","CL","58","Childrearing & Child Care (2956)"
"3287","PO","58","Human (10)"
"3288","PO","58","Female (40)"
"3289","AG","58","Adulthood (18 yrs & older) (300)"
"3290","TM","58","Personal Dedication to Fostering Scale"
"3291","TM","58","Available Time Scale"
"3292","TM","58","Foster Parent Role Performance Scale"
"3293","TM","58","Parental Acceptance Scale"
"3294","TM","58","Barnett Liking of Children Scale"
"3295","TM","58","Help with Fostering Inventory"
"3296","TM","58","Cultural Competence Scale"
"3297","TM","58","Receptivity to Birth Family Connections Scale"
"3298","TM","58","Willingness to Foster Scale"
"3299","CF","58","The Ohio State University National Symposium on Doctoral Research in Social Work, 17th, Apr, 2005, Columbus, OH, US"
"3300","MD","58","Empirical Study"
"3301","MD","58","Quantitative Study"
"3302","SL","58","Appendixes, Appended"
"3303","PT","58","Journal"
"3304","PT","58","Peer Reviewed Journal"
"3305","AT","58","Journal Article"
"3306","MT","58","Electronic"
"3307","RD","58","20060828"
"3308","CD","58","20130715"
"3309","AN","58","2006-10830-006"
"3310","FR","58","60"
"3311","UR","58","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2006-10830-006&site=ehost-live&scope=site"
"3312","TI","59","A culturally relevant and responsive approach to screening for perinatal depression."
"3313","PS","59","Publication Status: Fully Published"
"3314","AU","59","Price, Sarah Kye"
"3315","AU","59","Handrick, Sandii Leland"
"3316","AF","59","Price, Sarah Kye, skprice@vcu.edu, Virginia Commonwealth University, Richmond, VA, US"
"3317","AF","59","Handrick, Sandii Leland, St. Louis Healthy Start, St. Louis, IL, US"
"3318","AD","59","Price, Sarah Kye, School of Social Work, Virginia Commonwealth University, 1001 West Franklin Street, P.O. Box 842027, Richmond, VA, US, 23284, skprice@vcu.edu"
"3319","SO","59","Research on Social Work Practice"
"3320","VI","59","19"
"3321","IP","59","6"
"3322","SD","59","Nov, 2009"
"3323","YR","59","2009"
"3324","PM","59","Nov, 2009"
"3325","PG","59","705-714"
"3326","PC","59","10"
"3327","SP","59","705"
"3328","PU","59","US : Sage Publications"
"3329","PN","59","10"
"3330","SN","59","1049-7315, Print"
"3331","SN","59","1552-7581, Electronic"
"3332","DO","59","10.1177/1049731508329401"
"3333","LA","59","English"
"3334","KP","59","culturally relevant and responsive approach"
"3335","KP","59","perinatal depression screening"
"3336","KP","59","test validity"
"3337","KP","59","test reliability"
"3338","KP","59","psychometrics"
"3339","KP","59","low-income"
"3340","KP","59","African American"
"3341","KP","59","community-informed instrument"
"3342","SU","59","Major Depression; Perinatal Period; Screening; Test Reliability; Test Validity"
"3343","AB","59","Objectives: This study presents the design, implementation, and evaluation of a culturally relevant and responsive approach to screening for perinatal depression in low-income, predominantly African American women. Method: The study details the development of the community-informed instrument and subsequent evaluation of its psychometric properties relative to one specific community sample (N = 139). Results: The initial validity and reliability testing of the community-informed instrument reveal a higher internal consistency than the standardized instrument alone (alpha = .87 vs. .80). Subsequent factor analysis and inter-item correlation suggest consistency between most of the community-informed and CES-D items. Conclusions: While limited in scope to the community sample, the study reflects the perceived benefit of integrating community voice to enhance culturally relevant and empirically rigorous practice. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"3344","MJ","59","Major Depression; Perinatal Period; Screening; Test Reliability; Test Validity"
"3345","MN","59","Blacks; Community Services; Lower Income Level; Psychometrics"
"3346","CL","59","Health Psychology Testing (2226)"
"3347","CL","59","Community & Social Services (3373)"
"3348","PO","59","Human (10)"
"3349","PO","59","Female (40)"
"3350","LO","59","US"
"3351","AG","59","Adulthood (18 yrs & older) (300)"
"3352","AG","59","Young Adulthood (18-29 yrs) (320)"
"3353","TM","59","Center for Epidemiological Studies-Depression Instrument"
"3354","TM","59","Primary Care Evaluation of Mental Disorders"
"3355","TM","59","Community—Informed Instrument"
"3356","TM","59","Beck Depression Inventory–II DOI: 10.1037/t00742-000"
"3357","TM","59","Edinburgh Postnatal Depression Scale DOI: 10.1037/t01756-000"
"3358","MD","59","Empirical Study"
"3359","MD","59","Quantitative Study"
"3360","PT","59","Journal"
"3361","PT","59","Peer Reviewed Journal"
"3362","AT","59","Journal Article"
"3363","MT","59","Electronic"
"3364","RD","59","20100215"
"3365","CD","59","20120109"
"3366","AN","59","2009-18828-005"
"3367","FR","59","26"
"3368","CP","59","The Author(s). 2009"
"3369","UR","59","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-18828-005&site=ehost-live&scope=site"
"3370","TI","60","Trauma Resilience Scale: Validation of protective factors associated with adaptation following violence."
"3371","PS","60","Publication Status: Fully Published"
"3372","AU","60","Madsen, Machelle D."
"3373","AU","60","Abell, Neil"
"3374","AF","60","Madsen, Machelle D., machelle@thompson.org, Florida State University, Tallahassee, FL, US"
"3375","AF","60","Abell, Neil, Florida State University, Tallahassee, FL, US"
"3376","AD","60","Madsen, Machelle D., Florida State University, College of Social Work, University Center Building C, Tallahassee, FL, US, 32306, machelle@thompson.org"
"3377","SO","60","Research on Social Work Practice"
"3378","VI","60","20"
"3379","IP","60","2"
"3380","SD","60","Mar, 2010"
"3381","YR","60","2010"
"3382","PM","60","Mar, 2010"
"3383","PG","60","223-233"
"3384","PC","60","11"
"3385","SP","60","223"
"3386","PU","60","US : Sage Publications"
"3387","PN","60","11"
"3388","SN","60","1049-7315, Print"
"3389","SN","60","1552-7581, Electronic"
"3390","DO","60","10.1177/1049731509347853"
"3391","LA","60","English"
"3392","KP","60","Trauma Resilience Scale"
"3393","KP","60","test validation"
"3394","KP","60","protective factors"
"3395","KP","60","violence adaptation"
"3396","KP","60","psychometrics"
"3397","KP","60","physical abuse"
"3398","KP","60","sexual abuse"
"3399","KP","60","intimate partner violence"
"3400","KP","60","threat"
"3401","KP","60","life injuries"
"3402","SU","60","Intimate Partner Violence; Protective Factors; Psychometrics; Resilience (Psychological); Test Validity"
"3403","AB","60","Objectives: The Trauma Resilience Scale (TRS), assessing protective factors associated with positive adaptation following violence, was tested in three waves of data collection. Empirical and theoretical literature shaped subscale and item formation emphasizing resilience following physical abuse, sexual abuse, intimate partner violence, and/or a serious threat or injury to life. Methods: Content validation experts helped refine items. The three-factor model, including problem solving, relationships, and optimism, was tested (n = 270). A four-factor model adding spirituality was also tested (n = 307). Results: Both models demonstrated strong reliability, validity, and factor analyses results. However, the four-factor model was best supported by the data. Conclusions: Both global scales and individual factor subscales are supported for clinical and research administrations. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"3404","MJ","60","Intimate Partner Violence; Protective Factors; Psychometrics; Resilience (Psychological); Test Validity"
"3405","MN","60","Partner Abuse; Sexual Abuse; Threat; Trauma"
"3406","CL","60","Clinical Psychological Testing (2224)"
"3407","CL","60","Behavior Disorders & Antisocial Behavior (3230)"
"3408","PO","60","Human (10)"
"3409","PO","60","Male (30)"
"3410","PO","60","Female (40)"
"3411","AG","60","Adulthood (18 yrs & older) (300)"
"3412","AG","60","Young Adulthood (18-29 yrs) (320)"
"3413","AG","60","Thirties (30-39 yrs) (340)"
"3414","AG","60","Middle Age (40-64 yrs) (360)"
"3415","AG","60","Aged (65 yrs & older) (380)"
"3416","TM","60","Trauma Resilience Scale"
"3417","TM","60","Coping Strategies Scales DOI: 10.1037/t18025-000"
"3418","MD","60","Empirical Study"
"3419","MD","60","Quantitative Study"
"3420","PT","60","Journal"
"3421","PT","60","Peer Reviewed Journal"
"3422","AT","60","Journal Article"
"3423","MT","60","Electronic"
"3424","RD","60","20100503"
"3425","CD","60","20130415"
"3426","AN","60","2010-05015-008"
"3427","FR","60","47"
"3428","CP","60","The Author(s). 2010"
"3429","UR","60","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-05015-008&site=ehost-live&scope=site"
"3430","TI","61","North Carolina Family Assessment Scale: Measurement properties for youth mental health services."
"3431","PS","61","Publication Status: Fully Published"
"3432","AU","61","Lee, Bethany R."
"3433","AU","61","Lindsey, Michael A."
"3434","AF","61","Lee, Bethany R., blee@ssw.umaryland.edu, University of Maryland, Baltimore, MD, US"
"3435","AF","61","Lindsey, Michael A."
"3436","AD","61","Lee, Bethany R., School of Social Work, University of Maryland, 525 W. Redwood St., Baltimore, MD, US, 21201, blee@ssw.umaryland.edu"
"3437","SO","61","Research on Social Work Practice"
"3438","VI","61","20"
"3439","IP","61","2"
"3440","SD","61","Mar, 2010"
"3441","YR","61","2010"
"3442","PM","61","Mar, 2010"
"3443","PG","61","202-211"
"3444","PC","61","10"
"3445","SP","61","202"
"3446","PU","61","US : Sage Publications"
"3447","PN","61","10"
"3448","SN","61","1049-7315, Print"
"3449","SN","61","1552-7581, Electronic"
"3450","DO","61","10.1177/1049731509334180"
"3451","LA","61","English"
"3452","KP","61","North Carolina Family Assessment Scale"
"3453","KP","61","youth mental health services"
"3454","KP","61","psychometrics"
"3455","KP","61","test reliability"
"3456","KP","61","test validity"
"3457","SU","61","Family; Mental Health Services; Psychometrics; Test Reliability; Test Validity"
"3458","AB","61","Objective: The purpose of this study is to assess the reliability and validity of the North Carolina Family Assessment Scale (NCFAS) among families involved with youth mental health services. Methods: Using NCFAS data collected by child mental health intake workers with 158 families, factor analysis was conducted to assess factor structure, and thematic analysis of intake notes was used to test content validity. Results: This study found only three NCFAS subscales. The case notes included themes specific to youth with mental health needs that were not captured by current NCFAS items. Conclusions: This study suggests variation in the fit for the NCFAS in child mental health services compared to the measurement properties established in child welfare samples. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"3459","MJ","61","Family; Mental Health Services; Psychometrics; Test Reliability; Test Validity"
"3460","CL","61","Clinical Psychological Testing (2224)"
"3461","CL","61","Health & Mental Health Services (3370)"
"3462","PO","61","Human (10)"
"3463","PO","61","Male (30)"
"3464","PO","61","Female (40)"
"3465","LO","61","US"
"3466","AG","61","Childhood (birth-12 yrs) (100)"
"3467","AG","61","School Age (6-12 yrs) (180)"
"3468","AG","61","Adolescence (13-17 yrs) (200)"
"3469","TM","61","North Carolina Family Assessment Scale"
"3470","GR","61","Sponsor: Department of Human Services, Mental Hygiene Administration, US; Recipients: No recipient indicated"
"3471","MD","61","Empirical Study"
"3472","MD","61","Qualitative Study"
"3473","MD","61","Quantitative Study"
"3474","PT","61","Journal"
"3475","PT","61","Peer Reviewed Journal"
"3476","AT","61","Journal Article"
"3477","MT","61","Electronic"
"3478","RD","61","20100503"
"3479","AN","61","2010-05015-006"
"3480","FR","61","37"
"3481","CP","61","The Author(s). 2010"
"3482","UR","61","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-05015-006&site=ehost-live&scope=site"
"3483","TI","62","A conceptually based scale to measure consumers’ treatment motivation."
"3484","PS","62","Publication Status: Fully Published"
"3485","AU","62","Ferron, Joelle C."
"3486","AU","62","Elbogen, Eric B."
"3487","AU","62","Swanson, Jeffrey W."
"3488","AU","62","Swartz, Marvin S."
"3489","AU","62","McHugo, Gregory J."
"3490","AF","62","Ferron, Joelle C., Joelle.Ferron@Dartmouth.edu, Dartmouth Psychiatric Research Center, Lebanon, NH, US"
"3491","AF","62","Elbogen, Eric B., Services Effectiveness Research Program, Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, US"
"3492","AF","62","Swanson, Jeffrey W., Services Effectiveness Research Program, Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, US"
"3493","AF","62","Swartz, Marvin S., Services Effectiveness Research Program, Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, US"
"3494","AF","62","McHugo, Gregory J., Dartmouth Psychiatric Research Center, Lebanon, NH, US"
"3495","AD","62","Ferron, Joelle C., Dartmouth Psychiatric Research Center, 2 Whipple Place, Suite 202, Lebanon, NH, US, 03766, Joelle.Ferron@Dartmouth.edu"
"3496","SO","62","Research on Social Work Practice"
"3497","VI","62","21"
"3498","IP","62","1"
"3499","SD","62","Jan, 2011"
"3500","YR","62","2011"
"3501","PM","62","Jan, 2011"
"3502","PG","62","98-105"
"3503","PC","62","8"
"3504","SP","62","98"
"3505","PU","62","US : Sage Publications"
"3506","PN","62","8"
"3507","SN","62","1049-7315, Print"
"3508","SN","62","1552-7581, Electronic"
"3509","LA","62","English"
"3510","KP","62","conceptually based scales"
"3511","KP","62","consumer treatment motivation"
"3512","KP","62","Treatment Motivation Questionnaire-Revised"
"3513","KP","62","test reliability"
"3514","KP","62","test validity"
"3515","KP","62","mental illness"
"3516","KP","62","psychometrics"
"3517","SU","62","Mental Disorders; Motivation; Questionnaires; Test Validity; Treatment"
"3518","AB","62","Objectives: The objective of this work was to assess the reliability and validity of the Treatment Motivation Questionnaire—Revised (TMQ-R) in people with serious mental illness (SMI). Method: A large sample of consumers of mental health services (n = 469) were administered the TMQ-R. Results: The factor structure specified in previous research did not fit the data well. However, a five-factor model with the two subtypes of introjected (i.e., feeling guilty about not attending treatment) and external motivation (i.e., pressure to attend treatment) fit the data well. Conclusions: The current analyses partially confirm the TMQ-R structure and reflect the need for future work to evaluate the complexities of motivational measurement within people with SMI. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"3519","MJ","62","Mental Disorders; Motivation; Questionnaires; Test Validity; Treatment"
"3520","MN","62","Psychometrics; Test Reliability"
"3521","CL","62","Clinical Psychological Testing (2224)"
"3522","CL","62","Health & Mental Health Treatment & Prevention (3300)"
"3523","PO","62","Human (10)"
"3524","PO","62","Male (30)"
"3525","PO","62","Female (40)"
"3526","PO","62","Inpatient (50)"
"3527","PO","62","Outpatient (60)"
"3528","LO","62","US"
"3529","AG","62","Adulthood (18 yrs & older) (300)"
"3530","TM","62","Treatment Motivation Questionnaire–Revised"
"3531","TM","62","Brief Psychiatric Rating Scale-Anchored Version"
"3532","TM","62","Insight and Treatment Attitudes Questionnaire"
"3533","TM","62","MacArthur Perceived Coercion Scale"
"3534","TM","62","Michigan Alcoholism Screening Test DOI: 10.1037/t02357-000"
"3535","TM","62","Drug Abuse Screening Test DOI: 10.1037/t09815-000"
"3536","TM","62","Global Assessment of Functioning Scale"
"3537","GR","62","Sponsor: National Institute of Mental Health, US; Grant: R01-MH063949; Other Details: Research grant; Recipients: No recipient indicated"
"3538","GR","62","Sponsor: John D. and Catherine T. MacArthur Foundation, Research Network on Mandated Community Treatment; Recipients: No recipient indicated"
"3539","MD","62","Empirical Study"
"3540","MD","62","Interview"
"3541","MD","62","Quantitative Study"
"3542","MD","62","Treatment Outcome/Clinical Trial"
"3543","PT","62","Journal"
"3544","PT","62","Peer Reviewed Journal"
"3545","AT","62","Journal Article"
"3546","MT","62","Electronic"
"3547","RD","62","20110307"
"3548","CD","62","20130114"
"3549","AN","62","2011-01889-009"
"3550","FR","62","28"
"3551","CP","62","The Author(s). 2011"
"3552","UR","62","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2011-01889-009&site=ehost-live&scope=site"
"3553","TI","63","An evaluation of the factor structure of the change assessment inventory for domestic violence among Korean batterers."
"3554","PS","63","Publication Status: Fully Published"
"3555","AU","63","Kim, Jae Yop"
"3556","AU","63","Song, Ah Young"
"3557","AF","63","Kim, Jae Yop, School of Social Welfare, Yonsei University, Seoul, North Korea"
"3558","AF","63","Song, Ah Young, belovednoelle@gmail.com, School of Social Welfare, Yonsei University, Seoul, South Korea"
"3559","AD","63","Song, Ah Young, Center for Social Work Research, School of Social Welfare, Yonsei University, Bilingsley Hall #104, 134 Shinchon-dong, Seodaemun-gu, Seoul, South Korea, 120-749, belovednoelle@gmail.com"
"3560","SO","63","Research on Social Work Practice"
"3561","VI","63","19"
"3562","IP","63","5"
"3563","SD","63","Sep, 2009"
"3564","YR","63","2009"
"3565","PM","63","Sep, 2009"
"3566","PG","63","628-638"
"3567","PC","63","11"
"3568","SP","63","628"
"3569","PU","63","US : Sage Publications"
"3570","PN","63","11"
"3571","SN","63","1049-7315, Print"
"3572","SN","63","1552-7581, Electronic"
"3573","DO","63","10.1177/1049731508329447"
"3574","LA","63","English"
"3575","KP","63","factor structure"
"3576","KP","63","Change Assessment Inventory for Domestic Violence"
"3577","KP","63","Korean batterers"
"3578","KP","63","motivation to change"
"3579","SU","63","Domestic Violence; Factor Structure; Psychometrics; Readiness to Change"
"3580","AB","63","Objective: Results of testing the original four-factor structure of the URICA—DV as well as two three-factor structures in prior researches is presented to investigate alternative structures suitable for Korean batterers. Method: This study developed the URICA—DV Korean Version and sought the most appropriate structure for a Korean context. The sample is 293 batterers either referred by the courts, by prosecution, or who participated voluntarily. Results: The original four-factor model and the two three-factor models are demonstrated as possessing poor model fit index and fail to be accepted as apt models for a Korean context. The suggested three-factor model is a better fit according to confirmatory factor analysis. Conclusion: Findings and further discussion for practical implications and research are presented. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"3581","MJ","63","Domestic Violence; Factor Structure; Psychometrics; Readiness to Change"
"3582","MN","63","Inventories"
"3583","CL","63","Clinical Psychological Testing (2224)"
"3584","CL","63","Behavior Disorders & Antisocial Behavior (3230)"
"3585","PO","63","Human (10)"
"3586","PO","63","Male (30)"
"3587","LO","63","South Korea"
"3588","AG","63","Adulthood (18 yrs & older) (300)"
"3589","AG","63","Young Adulthood (18-29 yrs) (320)"
"3590","AG","63","Thirties (30-39 yrs) (340)"
"3591","AG","63","Middle Age (40-64 yrs) (360)"
"3592","TM","63","The University of Rhode Island Change Assessment Inventory for Domestic Violence"
"3593","MD","63","Empirical Study"
"3594","MD","63","Quantitative Study"
"3595","PT","63","Journal"
"3596","PT","63","Peer Reviewed Journal"
"3597","AT","63","Journal Article"
"3598","MT","63","Electronic"
"3599","RD","63","20090921"
"3600","AN","63","2009-12903-013"
"3601","FR","63","67"
"3602","CP","63","The Author(s). 2009"
"3603","UR","63","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-12903-013&site=ehost-live&scope=site"
"3604","TI","64","The Evaluation Self-Efficacy Scale for assessing progress toward CSWE accreditation-related objectives: A replication."
"3605","PS","64","Publication Status: Fully Published"
"3606","AU","64","Holden, Gary"
"3607","AU","64","Barker, Kathleen"
"3608","AU","64","Rosenberg, Gary"
"3609","AU","64","Onghena, Patrick"
"3610","AF","64","Holden, Gary, gary.holden@nyu.edu, New York University, New York, NY, US"
"3611","AF","64","Barker, Kathleen, City University of New York, New York, NY, US"
"3612","AF","64","Rosenberg, Gary, Mount Sinai School of Medicine, New York, NY, US"
"3613","AF","64","Onghena, Patrick, Katholieke Universiteit Leuven, Leuven, Belgium"
"3614","AD","64","Holden, Gary, New York University, School of Social Work, Room 407, MC 6111, 1 Washington Square North, New York, NY, US, 10003, gary.holden@nyu.edu"
"3615","SO","64","Research on Social Work Practice"
"3616","VI","64","18"
"3617","IP","64","1"
"3618","SD","64","Jan, 2008"
"3619","YR","64","2008"
"3620","PM","64","Jan, 2008"
"3621","PG","64","42-46"
"3622","PC","64","5"
"3623","SP","64","42"
"3624","PU","64","US : Sage Publications"
"3625","PN","64","5"
"3626","SN","64","1049-7315, Print"
"3627","SN","64","1552-7581, Electronic"
"3628","DO","64","10.1177/1049731507303954"
"3629","LA","64","English"
"3630","KP","64","Evaluation Self-Efficacy Scale"
"3631","KP","64","psychometrics"
"3632","KP","64","social work courses"
"3633","KP","64","Council on Social Work Education accreditation"
"3634","KP","64","construct validity"
"3635","KP","64","course objectives"
"3636","SU","64","Educational Objectives; Educational Program Accreditation; Psychometrics; Self Efficacy; Social Casework"
"3637","AB","64","Objective: The Evaluation Self-Efficacy Scale (ESE) is being developed as an outcomes assessment instrument for social work courses focusing on evaluation. Method: This scale, based on social cognitive theory, was pretested, revised, and then used with a final sample of 85 master's-level students in the original study. Using a single-group, pretest-posttest retrospective design, the current study (N = 111) is a direct replication of the original ESE study. Results: In this replication, Cronbach's alphas for the ESE were .95 (pretest), .95 (posttest), and .96 (retrospective pretest). Evidence for the construct validity of the ESE is obtained. Conclusion: The results provide additional evidence supporting the psychometric properties of data obtained using the ESE, suggesting that it may be appropriate for use in educational outcomes assessment in general and accreditation-related research in particular. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"3638","MJ","64","Educational Objectives; Educational Program Accreditation; Psychometrics; Self Efficacy; Social Casework"
"3639","MN","64","Test Validity"
"3640","CL","64","Educational Measurement (2227)"
"3641","CL","64","Professional Education & Training (3410)"
"3642","PO","64","Human (10)"
"3643","LO","64","US"
"3644","AG","64","Adulthood (18 yrs & older) (300)"
"3645","TM","64","Social Worker Empowerment Scale"
"3646","TM","64","Evaluation Self-Efficacy Scale"
"3647","MD","64","Empirical Study"
"3648","MD","64","Experimental Replication"
"3649","MD","64","Longitudinal Study"
"3650","MD","64","Retrospective Study"
"3651","MD","64","Quantitative Study"
"3652","PT","64","Journal"
"3653","PT","64","Peer Reviewed Journal"
"3654","AT","64","Journal Article"
"3655","MT","64","Electronic"
"3656","RD","64","20080128"
"3657","AN","64","2007-19924-004"
"3658","FR","64","37"
"3659","UR","64","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2007-19924-004&site=ehost-live&scope=site"
"3660","TI","65","Design of an assessment of caregivers' impulsive feelings to commit elder abuse."
"3661","PS","65","Publication Status: Fully Published"
"3662","AU","65","Lee, Minhong"
